gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
80,1974-07-07,home,MIN,W,8,5,40-40,5,-5.5,2:10:00,130,D,0,1974,40,40,0.5,Sunday
79,1974-07-06,home,MIN,W,3,0,39-40,5,-5.0,2:24:00,144,D,11550,1974,39,40,0.49,Saturday
78,1974-07-05,home,MIN,L,4,6,38-40,5,-5.0,2:40:00,160,N,16009,1974,38,40,0.49,Friday
77,1974-07-05,home,MIN,W,5,3,38-39,5,-5.0,2:23:00,143,N,0,1974,38,39,0.49,Friday
76,1974-07-04,home,CLE,W,15,3,37-39,5,-5.0,2:34:00,154,D,17010,1974,37,39,0.49,Thursday
75,1974-07-03,home,CLE,L,2,4,36-39,5,-6.0,2:23:00,143,N,16938,1974,36,39,0.48,Wednesday
74,1974-07-02,home,CLE,L,3,5,36-38,5,-6.5,2:30:00,150,N,19495,1974,36,38,0.49,Tuesday
73,1974-07-01,home,CLE,L,3,9,36-37,5,-5.5,2:26:00,146,N,29808,1974,36,37,0.49,Monday
72,1974-07-01,home,CLE,L,1,3,36-36,5,-5.5,2:27:00,147,N,0,1974,36,36,0.5,Monday
71,1974-06-30,home,DET,L,2,3,36-35,5,-4.0,2:01:00,121,D,27050,1974,36,35,0.51,Sunday
70,1974-06-30,home,DET,W,4,1,36-34,5,-4.0,2:23:00,143,D,0,1974,36,34,0.51,Sunday
69,1974-06-29,home,DET,W,9,0,35-34,5,-4.5,2:03:00,123,D,23574,1974,35,34,0.51,Saturday
68,1974-06-28,home,DET,L,7,9,34-34,5,-4.5,2:18:00,138,N,22431,1974,34,34,0.5,Friday
67,1974-06-27,home,DET,W,5,1,34-33,5,-4.5,2:20:00,140,N,15298,1974,34,33,0.51,Thursday
66,1974-06-26,home,BOS,W,7,1,33-33,5,-5.5,1:53:00,113,D,17826,1974,33,33,0.5,Wednesday
65,1974-06-24,home,BOS,L,0,9,32-33,5,-6.5,2:29:00,149,N,26562,1974,32,33,0.49,Monday
64,1974-06-23,home,BAL,W,9,4,32-32,4,-5.5,2:34:00,154,D,23946,1974,32,32,0.5,Sunday
63,1974-06-22,home,BAL,L,2,7,31-32,5,-5.5,2:03:00,123,D,28161,1974,31,32,0.49,Saturday
62,1974-06-21,home,BAL,W,8,6,31-31,5,-5.0,2:39:00,159,N,18871,1974,31,31,0.5,Friday
61,1974-06-20,home,BAL,W,6,0,30-31,6,-5.5,1:59:00,119,N,7383,1974,30,31,0.49,Thursday
60,1974-06-19,home,KCR,L,0,2,29-31,6,-6.0,2:03:00,123,N,9019,1974,29,31,0.48,Wednesday
59,1974-06-18,home,KCR,L,0,7,29-30,6,-5.0,2:15:00,135,N,17719,1974,29,30,0.49,Tuesday
58,1974-06-16,home,TEX,W,4,3,29-29,4,-4.5,2:13:00,133,N,19939,1974,29,29,0.5,Sunday
57,1974-06-15,home,TEX,L,2,5,28-29,5,-4.5,2:23:00,143,N,34126,1974,28,29,0.49,Saturday
56,1974-06-14,home,TEX,L,2,7,28-28,3,-3.5,2:20:00,140,N,17769,1974,28,28,0.5,Friday
55,1974-06-13,home,KCR,L,4,5,28-27,3,-3.5,2:10:00,130,N,13895,1974,28,27,0.51,Thursday
54,1974-06-12,home,KCR,L,3,4,28-26,2,-3.0,4:01:00,241,N,11872,1974,28,26,0.52,Wednesday
53,1974-06-11,home,KCR,L,0,1,28-25,2,-2.0,2:19:00,139,N,12344,1974,28,25,0.53,Tuesday
52,1974-06-09,home,OAK,L,4,5,28-24,2,-0.5,2:26:00,146,D,46812,1974,28,24,0.54,Sunday
51,1974-06-08,home,OAK,W,3,2,28-23,1,0.5,2:27:00,147,N,25803,1974,28,23,0.55,Saturday
50,1974-06-07,home,OAK,W,6,4,27-23,2,-0.5,2:18:00,138,N,11395,1974,27,23,0.54,Friday
49,1974-06-06,home,CAL,W,9,7,26-23,2,-1.5,2:45:00,165,D,7722,1974,26,23,0.53,Thursday
48,1974-06-05,home,CAL,L,5,6,25-23,2,-2.0,2:35:00,155,N,6367,1974,25,23,0.52,Wednesday
47,1974-06-04,home,CAL,W,4,3,25-22,2,-1.0,2:10:00,130,N,9408,1974,25,22,0.53,Tuesday
46,1974-06-02,home,OAK,L,4,6,24-22,2,-1.5,1:58:00,118,D,9309,1974,24,22,0.52,Sunday
45,1974-06-01,home,OAK,L,1,4,24-21,2,-0.5,2:06:00,126,D,6920,1974,24,21,0.53,Saturday
44,1974-05-31,home,OAK,L,2,5,24-20,1,0.5,2:18:00,138,N,5526,1974,24,20,0.55,Friday
43,1974-05-29,home,CAL,W,7,5,24-19,1,0.5,2:52:00,172,N,6787,1974,24,19,0.56,Wednesday
42,1974-05-28,home,CAL,W,6,2,23-19,2,-0.5,2:06:00,126,N,5330,1974,23,19,0.55,Tuesday
41,1974-05-27,home,CAL,W,2,0,22-19,2,-0.5,2:01:00,121,N,9211,1974,22,19,0.54,Monday
40,1974-05-26,home,BOS,L,1,4,21-19,2,-0.5,2:22:00,142,D,14412,1974,21,19,0.52,Sunday
39,1974-05-25,home,BOS,W,9,2,21-18,1,0.5,2:43:00,163,D,19827,1974,21,18,0.54,Saturday
38,1974-05-24,home,BOS,L,3,5,20-18,2,-0.5,2:41:00,161,N,15951,1974,20,18,0.53,Friday
37,1974-05-23,home,DET,W,7,3,20-17,1,0.5,2:36:00,156,D,10505,1974,20,17,0.54,Thursday
36,1974-05-22,home,DET,L,4,6,19-17,1,0.0,2:17:00,137,N,7698,1974,19,17,0.53,Wednesday
35,1974-05-21,home,DET,W,6,5,19-16,1,1.0,2:22:00,142,N,6885,1974,19,16,0.54,Tuesday
34,1974-05-20,home,DET,W,6,4,18-16,1,0.5,2:44:00,164,N,5835,1974,18,16,0.53,Monday
32,1974-05-19,home,NYY,L,2,6,16-16,1,0.0,2:41:00,161,D,0,1974,16,16,0.5,Sunday
33,1974-05-19,home,NYY,W,3,1,17-16,1,0.0,2:11:00,131,D,26986,1974,17,16,0.52,Sunday
31,1974-05-18,home,NYY,W,5,2,16-15,2,-1.0,2:19:00,139,D,9165,1974,16,15,0.52,Saturday
30,1974-05-17,home,NYY,L,2,3,15-15,3,-1.0,2:20:00,140,N,10554,1974,15,15,0.5,Friday
29,1974-05-15,home,BAL,L,5,6,15-14,1,0.0,2:49:00,169,N,4967,1974,15,14,0.52,Wednesday
28,1974-05-14,home,BAL,W,8,3,15-13,1,0.0,2:09:00,129,N,4611,1974,15,13,0.54,Tuesday
27,1974-05-13,home,BAL,W,9,4,14-13,1,0.0,2:32:00,152,N,5191,1974,14,13,0.52,Monday
26,1974-05-12,home,NYY,W,5,1,13-13,3,-1.0,1:45:00,105,D,15848,1974,13,13,0.5,Sunday
25,1974-05-12,home,NYY,W,7,3,12-13,3,-1.0,2:27:00,147,D,0,1974,12,13,0.48,Sunday
24,1974-05-11,home,NYY,W,3,2,11-13,5,-2.5,2:11:00,131,D,9013,1974,11,13,0.46,Saturday
23,1974-05-10,home,NYY,L,2,7,10-13,5,-3.5,2:08:00,128,N,9177,1974,10,13,0.43,Friday
22,1974-05-07,home,MIN,L,0,3,10-12,5,-3.5,1:59:00,119,N,3264,1974,10,12,0.45,Tuesday
21,1974-05-05,home,CHW,L,3,4,10-11,3,-2.0,2:39:00,159,D,17955,1974,10,11,0.48,Sunday
20,1974-05-04,home,CHW,L,2,4,10-10,3,-2.0,2:03:00,123,D,11836,1974,10,10,0.5,Saturday
19,1974-05-03,home,CHW,L,3,10,10-9,3,-2.0,2:10:00,130,N,9415,1974,10,9,0.53,Friday
18,1974-05-01,home,TEX,W,11,3,10-8,2,-1.0,2:22:00,142,N,4220,1974,10,8,0.56,Wednesday
17,1974-04-30,home,TEX,L,10,12,9-8,3,-1.0,2:45:00,165,N,4425,1974,9,8,0.53,Tuesday
16,1974-04-28,home,MIN,L,5,6,9-7,2,-1.0,2:07:00,127,D,5954,1974,9,7,0.56,Sunday
15,1974-04-27,home,MIN,W,9,0,9-6,1,0.0,2:05:00,125,D,7528,1974,9,6,0.6,Saturday
14,1974-04-26,home,MIN,W,4,3,8-6,3,-1.0,2:17:00,137,D,3720,1974,8,6,0.57,Friday
13,1974-04-24,home,CHW,L,2,7,7-6,4,-1.0,2:30:00,150,N,5409,1974,7,6,0.54,Wednesday
12,1974-04-23,home,CHW,L,2,3,7-5,2,-0.5,2:33:00,153,N,4382,1974,7,5,0.58,Tuesday
11,1974-04-21,home,DET,L,5,6,7-4,1,0.0,3:49:00,229,D,19654,1974,7,4,0.64,Sunday
10,1974-04-20,home,DET,W,3,1,7-3,1,1.0,2:04:00,124,D,9485,1974,7,3,0.7,Saturday
9,1974-04-17,home,CLE,W,5,4,6-3,1,1.0,3:50:00,230,N,8733,1974,6,3,0.67,Wednesday
8,1974-04-16,home,CLE,L,2,3,5-3,1,0.0,2:06:00,126,N,7295,1974,5,3,0.62,Tuesday
7,1974-04-15,home,BAL,W,6,1,5-2,1,1.0,1:53:00,113,D,5865,1974,5,2,0.71,Monday
6,1974-04-13,home,BAL,W,3,2,4-2,1,0.5,2:04:00,124,D,8569,1974,4,2,0.67,Saturday
5,1974-04-12,home,BAL,L,3,5,3-2,3,-0.5,2:38:00,158,D,9433,1974,3,2,0.6,Friday
4,1974-04-11,home,CLE,W,7,6,3-1,2,-0.5,2:40:00,160,D,1910,1974,3,1,0.75,Thursday
3,1974-04-10,home,CLE,W,6,4,2-1,2,-1.5,2:43:00,163,D,22036,1974,2,1,0.67,Wednesday
2,1974-04-06,home,BOS,W,5,4,1-1,2,-0.5,1:58:00,118,D,11458,1974,1,1,0.5,Saturday
1,1974-04-05,home,BOS,L,8,9,0-1,5,-1.0,2:56:00,176,D,32761,1974,0,1,0.0,Friday
162,1973-09-30,home,BOS,L,2,3,74-88,5,-23.0,2:09:00,129,D,11675,1973,74,88,0.46,Sunday
161,1973-09-29,home,BOS,L,4,9,74-87,5,-22.5,2:17:00,137,D,6882,1973,74,87,0.46,Saturday
159,1973-09-28,home,BOS,L,2,11,74-85,5,-22.0,2:09:00,129,N,0,1973,74,85,0.47,Friday
160,1973-09-28,home,BOS,L,3,5,74-86,5,-22.0,2:18:00,138,N,13195,1973,74,86,0.46,Friday
158,1973-09-27,home,NYY,L,0,2,74-84,5,-21.0,2:18:00,138,N,5130,1973,74,84,0.47,Thursday
157,1973-09-26,home,NYY,W,5,2,74-83,5,-21.0,2:06:00,126,N,4804,1973,74,83,0.47,Wednesday
156,1973-09-25,home,NYY,W,3,2,73-83,5,-21.0,3:04:00,184,N,4292,1973,73,83,0.47,Tuesday
155,1973-09-23,home,BAL,L,1,2,72-83,5,-21.0,2:35:00,155,D,5962,1973,72,83,0.46,Sunday
154,1973-09-22,home,BAL,L,1,7,72-82,5,-20.0,2:37:00,157,D,9919,1973,72,82,0.47,Saturday
153,1973-09-21,home,BAL,L,4,7,72-81,5,-19.0,2:55:00,175,N,6795,1973,72,81,0.47,Friday
152,1973-09-19,home,CLE,W,7,4,72-80,5,-17.5,2:30:00,150,D,1009,1973,72,80,0.47,Wednesday
151,1973-09-18,home,CLE,L,5,6,71-80,5,-18.5,2:28:00,148,N,1546,1973,71,80,0.47,Tuesday
150,1973-09-16,home,DET,W,5,3,71-79,5,-17.0,2:34:00,154,D,13043,1973,71,79,0.47,Sunday
149,1973-09-15,home,DET,L,3,4,70-79,5,-17.5,2:26:00,146,D,15410,1973,70,79,0.47,Saturday
148,1973-09-14,home,DET,L,1,2,70-78,5,-17.5,2:09:00,129,N,12291,1973,70,78,0.47,Friday
147,1973-09-13,home,BAL,L,6,7,70-77,5,-17.0,3:18:00,198,N,5001,1973,70,77,0.48,Thursday
146,1973-09-12,home,BAL,L,3,5,70-76,5,-16.0,2:39:00,159,N,7203,1973,70,76,0.48,Wednesday
145,1973-09-12,home,BAL,L,1,4,70-75,5,-16.0,2:17:00,137,N,0,1973,70,75,0.48,Wednesday
144,1973-09-11,home,DET,L,2,4,70-74,5,-14.0,2:47:00,167,N,6438,1973,70,74,0.49,Tuesday
143,1973-09-10,home,DET,W,6,5,70-73,5,-13.0,2:51:00,171,N,6705,1973,70,73,0.49,Monday
142,1973-09-09,home,NYY,W,10,3,69-73,5,-14.0,2:24:00,144,D,13708,1973,69,73,0.49,Sunday
141,1973-09-08,home,NYY,L,1,15,68-73,5,-14.5,2:42:00,162,D,9827,1973,68,73,0.48,Saturday
140,1973-09-07,home,NYY,W,5,0,68-72,5,-13.5,2:32:00,152,N,9258,1973,68,72,0.49,Friday
139,1973-09-06,home,NYY,L,6,8,67-72,5,-13.5,2:22:00,142,N,6674,1973,67,72,0.48,Thursday
138,1973-09-04,home,CLE,L,4,5,67-71,5,-13.5,2:33:00,153,N,4864,1973,67,71,0.49,Tuesday
137,1973-09-03,home,CLE,L,5,10,67-70,5,-13.5,2:38:00,158,N,12994,1973,67,70,0.49,Monday
136,1973-09-03,home,CLE,W,13,5,67-69,5,-13.5,3:01:00,181,D,0,1973,67,69,0.49,Monday
135,1973-09-02,home,BOS,L,4,10,66-69,5,-13.5,2:38:00,158,D,11749,1973,66,69,0.49,Sunday
134,1973-09-01,home,BOS,L,0,5,66-68,5,-12.5,2:33:00,153,D,21410,1973,66,68,0.49,Saturday
133,1973-08-31,home,BOS,W,5,4,66-67,5,-11.5,4:08:00,248,N,22198,1973,66,67,0.5,Friday
132,1973-08-31,home,BOS,W,3,2,65-67,5,-11.5,2:33:00,153,N,0,1973,65,67,0.49,Friday
131,1973-08-30,home,BOS,W,4,1,64-67,5,-13.0,2:05:00,125,N,10436,1973,64,67,0.49,Thursday
130,1973-08-29,home,CHW,W,9,0,63-67,5,-13.5,2:08:00,128,D,8719,1973,63,67,0.48,Wednesday
129,1973-08-28,home,CHW,L,4,6,62-67,5,-13.5,2:33:00,153,N,10765,1973,62,67,0.48,Tuesday
128,1973-08-27,home,CHW,L,1,6,62-66,5,-13.5,2:12:00,132,N,11801,1973,62,66,0.48,Monday
127,1973-08-26,home,MIN,W,3,2,62-65,5,-12.5,2:47:00,167,D,13013,1973,62,65,0.49,Sunday
126,1973-08-25,home,MIN,W,10,6,61-65,5,-12.5,3:00:00,180,N,12955,1973,61,65,0.48,Saturday
125,1973-08-24,home,MIN,L,0,3,60-65,5,-12.5,1:57:00,117,N,15012,1973,60,65,0.48,Friday
124,1973-08-23,home,CAL,L,3,6,60-64,5,-11.5,2:13:00,133,N,7968,1973,60,64,0.48,Thursday
123,1973-08-22,home,CAL,L,4,5,60-63,5,-11.0,2:49:00,169,N,6568,1973,60,63,0.49,Wednesday
122,1973-08-21,home,CAL,W,6,2,60-62,5,-10.0,2:26:00,146,N,21549,1973,60,62,0.49,Tuesday
121,1973-08-19,home,OAK,L,4,6,59-62,5,-9.5,2:29:00,149,D,9119,1973,59,62,0.49,Sunday
120,1973-08-18,home,OAK,L,3,6,59-61,5,-8.5,2:41:00,161,D,10672,1973,59,61,0.49,Saturday
119,1973-08-17,home,OAK,L,2,3,59-60,5,-7.5,1:45:00,105,N,8248,1973,59,60,0.5,Friday
118,1973-08-15,home,CHW,W,5,4,59-59,5,-6.5,2:52:00,172,N,21539,1973,59,59,0.5,Wednesday
117,1973-08-14,home,CHW,W,5,4,58-59,5,-7.0,3:03:00,183,N,18944,1973,58,59,0.5,Tuesday
116,1973-08-13,home,CHW,L,2,5,57-59,5,-8.0,2:17:00,137,N,15212,1973,57,59,0.49,Monday
115,1973-08-12,home,MIN,W,10,9,57-58,5,-7.0,3:31:00,211,D,17961,1973,57,58,0.5,Sunday
114,1973-08-11,home,MIN,W,7,6,56-58,5,-7.0,2:55:00,175,D,17866,1973,56,58,0.49,Saturday
113,1973-08-10,home,MIN,W,5,1,55-58,5,-7.0,2:27:00,147,N,21331,1973,55,58,0.49,Friday
112,1973-08-09,home,CAL,W,6,5,54-58,5,-7.5,2:04:00,124,D,6311,1973,54,58,0.48,Thursday
111,1973-08-08,home,CAL,W,8,2,53-58,5,-8.0,2:05:00,125,N,7046,1973,53,58,0.48,Wednesday
110,1973-08-07,home,CAL,L,5,6,52-58,5,-8.0,2:58:00,178,N,9493,1973,52,58,0.47,Tuesday
108,1973-08-05,home,CLE,L,5,6,52-56,5,-7.5,2:52:00,172,D,0,1973,52,56,0.48,Sunday
109,1973-08-05,home,CLE,L,1,4,52-57,5,-7.5,2:24:00,144,D,12947,1973,52,57,0.48,Sunday
107,1973-08-04,home,CLE,W,9,4,52-55,5,-7.0,2:39:00,159,N,6589,1973,52,55,0.49,Saturday
106,1973-08-03,home,CLE,L,4,9,51-55,5,-7.0,2:43:00,163,N,6070,1973,51,55,0.48,Friday
105,1973-08-02,home,DET,W,6,3,51-54,5,-6.5,2:27:00,147,D,17008,1973,51,54,0.49,Thursday
104,1973-08-01,home,DET,L,1,2,50-54,5,-7.5,2:47:00,167,N,12913,1973,50,54,0.48,Wednesday
103,1973-07-31,home,DET,L,4,9,50-53,5,-7.5,2:32:00,152,N,27315,1973,50,53,0.49,Tuesday
102,1973-07-31,home,DET,L,5,6,50-52,5,-7.5,3:00:00,180,N,0,1973,50,52,0.49,Tuesday
100,1973-07-29,home,NYY,W,7,2,49-51,5,-6.5,2:08:00,128,D,0,1973,49,51,0.49,Sunday
101,1973-07-29,home,NYY,W,6,3,50-51,5,-6.5,2:30:00,150,D,32436,1973,50,51,0.5,Sunday
99,1973-07-28,home,NYY,W,5,4,48-51,5,-8.5,2:40:00,160,D,20481,1973,48,51,0.48,Saturday
98,1973-07-27,home,NYY,L,6,7,47-51,5,-9.5,2:13:00,133,D,9545,1973,47,51,0.48,Friday
97,1973-07-26,home,NYY,L,0,1,47-50,5,-8.5,2:52:00,172,N,14983,1973,47,50,0.48,Thursday
96,1973-07-22,home,KCR,L,5,7,47-49,5,-7.5,2:50:00,170,D,15021,1973,47,49,0.49,Sunday
95,1973-07-21,home,KCR,L,4,5,47-48,5,-7.0,2:20:00,140,N,36032,1973,47,48,0.49,Saturday
94,1973-07-20,home,KCR,L,1,6,47-47,5,-6.5,2:27:00,147,N,16129,1973,47,47,0.5,Friday
93,1973-07-19,home,TEX,W,4,1,47-46,5,-5.0,2:21:00,141,N,5213,1973,47,46,0.51,Thursday
92,1973-07-18,home,TEX,W,3,0,46-46,5,-5.5,1:53:00,113,N,5685,1973,46,46,0.5,Wednesday
91,1973-07-17,home,TEX,W,6,3,45-46,5,-6.5,2:20:00,140,N,23102,1973,45,46,0.49,Tuesday
90,1973-07-15,home,OAK,L,5,8,44-46,5,-6.0,2:49:00,169,D,17791,1973,44,46,0.49,Sunday
89,1973-07-14,home,OAK,W,5,1,44-45,5,-5.0,2:13:00,133,N,23389,1973,44,45,0.49,Saturday
88,1973-07-13,home,OAK,L,4,13,43-45,5,-6.0,2:53:00,173,N,33747,1973,43,45,0.49,Friday
87,1973-07-12,home,OAK,L,4,8,43-44,5,-5.0,3:07:00,187,D,19309,1973,43,44,0.49,Thursday
86,1973-07-11,home,KCR,W,8,1,43-43,5,-4.0,2:33:00,153,N,8594,1973,43,43,0.5,Wednesday
85,1973-07-10,home,KCR,L,3,5,42-43,5,-4.0,2:43:00,163,N,13236,1973,42,43,0.49,Tuesday
84,1973-07-09,home,KCR,L,6,13,42-42,5,-4.0,3:12:00,192,N,8312,1973,42,42,0.5,Monday
83,1973-07-08,home,TEX,W,7,3,42-41,5,-4.0,2:28:00,148,D,31907,1973,42,41,0.51,Sunday
82,1973-07-08,home,TEX,W,6,4,41-41,5,-4.0,2:19:00,139,D,0,1973,41,41,0.5,Sunday
81,1973-07-07,home,TEX,W,17,2,40-41,5,-4.5,2:45:00,165,D,15122,1973,40,41,0.49,Saturday
80,1973-07-06,home,TEX,L,2,5,39-41,5,-6.0,2:15:00,135,N,12609,1973,39,41,0.49,Friday
79,1973-07-04,home,BAL,L,7,10,39-40,5,-5.5,2:53:00,173,D,9843,1973,39,40,0.49,Wednesday
78,1973-07-03,home,BAL,L,4,6,39-39,4,-6.0,2:57:00,177,N,10326,1973,39,39,0.5,Tuesday
77,1973-07-03,home,BAL,L,7,9,39-38,4,-6.0,3:03:00,183,N,0,1973,39,38,0.51,Tuesday
76,1973-07-02,home,BAL,W,5,3,39-37,3,-4.5,2:39:00,159,N,6855,1973,39,37,0.51,Monday
75,1973-07-01,home,BOS,L,2,4,38-37,3,-5.5,2:11:00,131,N,25754,1973,38,37,0.51,Sunday
74,1973-07-01,home,BOS,W,9,5,38-36,3,-5.5,2:50:00,170,D,0,1973,38,36,0.51,Sunday
73,1973-06-28,home,DET,L,6,8,37-36,3,-3.5,3:03:00,183,N,15155,1973,37,36,0.51,Thursday
72,1973-06-27,home,DET,L,4,5,37-35,3,-3.5,2:44:00,164,N,30661,1973,37,35,0.51,Wednesday
71,1973-06-27,home,DET,L,3,6,37-34,3,-3.5,2:24:00,144,N,0,1973,37,34,0.52,Wednesday
70,1973-06-26,home,BAL,L,0,6,37-33,2,-3.0,2:43:00,163,N,22004,1973,37,33,0.53,Tuesday
69,1973-06-25,home,BAL,L,3,4,37-32,2,-2.0,3:18:00,198,N,12140,1973,37,32,0.54,Monday
68,1973-06-24,home,CLE,W,8,3,37-31,2,-2.0,3:19:00,199,D,34442,1973,37,31,0.54,Sunday
67,1973-06-23,home,CLE,W,12,3,36-31,2,-1.5,2:47:00,167,N,17681,1973,36,31,0.54,Saturday
66,1973-06-22,home,CLE,W,8,2,35-31,2,-1.5,2:39:00,159,N,36438,1973,35,31,0.53,Friday
65,1973-06-21,home,CLE,L,1,9,34-31,2,-1.5,2:36:00,156,D,14045,1973,34,31,0.52,Thursday
64,1973-06-20,home,BOS,L,2,3,34-30,2,-0.5,2:56:00,176,N,12747,1973,34,30,0.53,Wednesday
62,1973-06-19,home,BOS,L,4,8,34-28,1,0.5,2:40:00,160,N,0,1973,34,28,0.55,Tuesday
63,1973-06-19,home,BOS,L,1,4,34-29,1,0.5,2:46:00,166,N,37836,1973,34,29,0.54,Tuesday
61,1973-06-18,home,BOS,W,8,3,34-27,1,1.5,2:26:00,146,N,22796,1973,34,27,0.56,Monday
60,1973-06-17,home,CHW,W,15,5,33-27,1,1.0,2:56:00,176,D,33392,1973,33,27,0.55,Sunday
59,1973-06-16,home,CHW,W,4,1,32-27,1,1.0,2:19:00,139,N,14032,1973,32,27,0.54,Saturday
58,1973-06-15,home,CHW,W,1,0,31-27,1,0.0,2:17:00,137,N,30612,1973,31,27,0.53,Friday
57,1973-06-13,home,MIN,W,4,3,30-27,2,-0.5,2:39:00,159,N,9527,1973,30,27,0.53,Wednesday
56,1973-06-12,home,MIN,W,6,3,29-27,3,-1.0,3:13:00,193,N,12091,1973,29,27,0.52,Tuesday
55,1973-06-11,home,MIN,W,10,6,28-27,3,-1.5,3:09:00,189,N,10307,1973,28,27,0.51,Monday
54,1973-06-10,home,CAL,W,8,6,27-27,3,-2.0,2:37:00,157,D,16279,1973,27,27,0.5,Sunday
53,1973-06-09,home,CAL,W,1,0,26-27,4,-3.0,1:50:00,110,N,22576,1973,26,27,0.49,Saturday
52,1973-06-08,home,CAL,W,8,2,25-27,4,-3.5,2:38:00,158,N,11497,1973,25,27,0.48,Friday
51,1973-06-06,home,OAK,L,1,11,24-27,5,-4.0,2:17:00,137,N,3788,1973,24,27,0.47,Wednesday
50,1973-06-05,home,OAK,W,5,4,24-26,4,-4.0,2:33:00,153,N,3623,1973,24,26,0.48,Tuesday
49,1973-06-04,home,OAK,W,2,0,23-26,4,-4.0,2:08:00,128,N,21573,1973,23,26,0.47,Monday
48,1973-06-03,home,CHW,W,7,1,22-26,4,-4.5,2:30:00,150,D,26788,1973,22,26,0.46,Sunday
47,1973-06-02,home,CHW,W,3,2,21-26,5,-4.5,3:52:00,232,D,31836,1973,21,26,0.45,Saturday
46,1973-06-01,home,CHW,W,5,3,20-26,5,-5.5,2:37:00,157,N,22341,1973,20,26,0.43,Friday
45,1973-05-31,home,MIN,L,2,4,19-26,5,-5.5,2:25:00,145,D,8939,1973,19,26,0.42,Thursday
44,1973-05-30,home,MIN,L,0,4,19-25,5,-5.5,2:17:00,137,N,5437,1973,19,25,0.43,Wednesday
43,1973-05-29,home,MIN,L,0,1,19-24,5,-4.5,2:12:00,132,N,4982,1973,19,24,0.44,Tuesday
42,1973-05-28,home,CAL,L,4,7,19-23,4,-4.0,2:48:00,168,D,12415,1973,19,23,0.45,Monday
41,1973-05-26,home,CAL,W,9,0,19-22,4,-3.0,2:46:00,166,D,7069,1973,19,22,0.46,Saturday
40,1973-05-25,home,CAL,L,3,5,18-22,5,-3.0,2:34:00,154,N,9089,1973,18,22,0.45,Friday
39,1973-05-24,home,BOS,L,1,10,18-21,4,-2.0,2:27:00,147,D,8416,1973,18,21,0.46,Thursday
38,1973-05-23,home,BOS,L,3,5,18-20,3,-1.0,2:45:00,165,N,10464,1973,18,20,0.47,Wednesday
37,1973-05-22,home,BOS,W,4,2,18-19,2,-1.0,2:23:00,143,N,10554,1973,18,19,0.49,Tuesday
36,1973-05-20,home,DET,L,3,5,17-19,4,-2.0,2:40:00,160,D,41655,1973,17,19,0.47,Sunday
35,1973-05-20,home,DET,W,1,0,17-18,4,-2.0,2:19:00,139,D,0,1973,17,18,0.49,Sunday
34,1973-05-19,home,DET,L,2,4,16-18,3,-2.0,2:21:00,141,D,11609,1973,16,18,0.47,Saturday
33,1973-05-18,home,NYY,W,6,5,16-17,2,-1.0,2:42:00,162,N,6066,1973,16,17,0.48,Friday
32,1973-05-17,home,NYY,L,2,4,15-17,3,-1.0,2:41:00,161,N,7116,1973,15,17,0.47,Thursday
31,1973-05-16,home,NYY,L,4,11,15-16,1,0.0,2:39:00,159,N,6721,1973,15,16,0.48,Wednesday
30,1973-05-15,home,CLE,W,2,1,15-15,1,0.5,4:53:00,293,N,7864,1973,15,15,0.5,Tuesday
29,1973-05-14,home,CLE,L,1,2,14-15,1,0.0,2:58:00,178,N,5615,1973,14,15,0.48,Monday
28,1973-05-13,home,DET,W,6,5,14-14,1,1.0,3:08:00,188,D,23810,1973,14,14,0.5,Sunday
27,1973-05-12,home,DET,W,6,2,13-14,1,0.5,2:33:00,153,D,12640,1973,13,14,0.48,Saturday
26,1973-05-11,home,DET,L,5,6,12-14,3,-0.5,2:47:00,167,N,12415,1973,12,14,0.46,Friday
25,1973-05-09,home,TEX,W,5,1,12-13,1,0.0,2:11:00,131,N,6049,1973,12,13,0.48,Wednesday
24,1973-05-08,home,TEX,L,3,5,11-13,2,-0.5,2:49:00,169,N,4005,1973,11,13,0.46,Tuesday
23,1973-05-06,home,KCR,W,3,2,11-12,1,0.0,2:00:00,120,D,10821,1973,11,12,0.48,Sunday
22,1973-05-05,home,KCR,L,7,9,10-12,2,-1.0,3:10:00,190,D,9888,1973,10,12,0.45,Saturday
21,1973-05-04,home,KCR,L,3,5,10-11,1,0.0,3:07:00,187,N,11597,1973,10,11,0.48,Friday
20,1973-05-02,home,OAK,L,3,7,10-10,1,0.5,2:57:00,177,N,5557,1973,10,10,0.5,Wednesday
19,1973-05-01,home,OAK,W,4,3,10-9,1,0.5,2:24:00,144,N,8838,1973,10,9,0.53,Tuesday
18,1973-04-29,home,TEX,L,1,2,9-9,2,-0.5,2:23:00,143,N,5157,1973,9,9,0.5,Sunday
17,1973-04-28,home,TEX,W,4,3,9-8,2,-0.5,2:21:00,141,N,11504,1973,9,8,0.53,Saturday
16,1973-04-27,home,TEX,L,2,4,8-8,2,-0.5,2:40:00,160,N,10116,1973,8,8,0.5,Friday
15,1973-04-26,home,KCR,W,7,3,8-7,2,-0.5,3:01:00,181,N,8125,1973,8,7,0.53,Thursday
14,1973-04-25,home,KCR,L,2,3,7-7,2,-1.0,2:35:00,155,N,9378,1973,7,7,0.5,Wednesday
